scholarly_work	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
Bauer-Funke_2008a	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	sentimentalen Roman	Neben dem sentimentalen Roman, den Mme Riccoboni („Lettres de Mistriss Fanni Butlerd“, 1757) und Mme de Charricre („Ca-liste“, 1787) sowie schließlich Rousseaus Freund Bernardin de Saint-Pierre mit „Paul et Virginie“ (1788) tradieren, kontrastiert Choderlos de Laclos (1741-1803) in seinem polyphonen Briefroman „Les liaisons dangereuses“ (1782) die Korruption und Verworfenheit der adligen Vertreter des libertinage de mœurs mit der Empfindsamkeit der tugendhaften Frauenfiguren.
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3086	sentiment	Gefühle	Eine unglückliche Liebesgeschichte gibt Anlass, große Gefühle sowie Leidenschaften und pathetische Liebesszenen zu schildern. Diese finden sich sowohl in Briefromanen, z. Die Verlegung einer leidenschaftlichen und tragischen Liebeshandlung in Schlossruinen und Kellergewölbe soll im genre sombre (auch roman noir) einen besonderen Nervenkitzel beim Publikum erzeugen.
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3025	passion	Leidenschaften	Eine unglückliche Liebesgeschichte gibt Anlass, große Gefühle sowie Leidenschaften und pathetische Liebesszenen zu schildern. Diese finden sich sowohl in Briefromanen, z. Die Verlegung einer leidenschaftlichen und tragischen Liebeshandlung in Schlossruinen und Kellergewölbe soll im genre sombre (auch roman noir) einen besonderen Nervenkitzel beim Publikum erzeugen.
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Liebesszenen	Eine unglückliche Liebesgeschichte gibt Anlass, große Gefühle sowie Leidenschaften und pathetische Liebesszenen zu schildern. Diese finden sich sowohl in Briefromanen, z. Die Verlegung einer leidenschaftlichen und tragischen Liebeshandlung in Schlossruinen und Kellergewölbe soll im genre sombre (auch roman noir) einen besonderen Nervenkitzel beim Publikum erzeugen.
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Liebesge-schichte	Der letzte Band enthält den Roman Paul et Virginie (1788), der großen Anklang beim Publikum findet. Die Geschichte dient dem Autor dazu, seine in den ersten drei Bänden entworfenen Theorien zu veranschaulichen. Die Handlung spielt im exotischen Ambiente der Ile de France (Mauritius), die Bernardin de Saint-Pierre aus eigener Anschauung kennt. Dqs Glück der naturnahen Gemeinschaft wird zerstört, als Virginie eine Reise nach Frankreich antreten muss.
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Der letzte Band enthält den Roman Paul et Virginie (1788), der großen Anklang beim Publikum findet. Die Geschichte dient dem Autor dazu, seine in den ersten drei Bänden entworfenen Theorien zu veranschaulichen. Die Handlung spielt im exotischen Ambiente der Ile de France (Mauritius), die Bernardin de Saint-Pierre aus eigener Anschauung kennt. Dqs Glück der naturnahen Gemeinschaft wird zerstört, als Virginie eine Reise nach Frankreich antreten muss.
Schlüter_2014a	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3045	poésie	Bukolik	So veröffentlicht etwa Jean-Pierre Claris de Florian 1783 einen Pastoralroman, Galatee - im Anschluss an Cervantes und auch Bernardin de SaintPierre greift mit Paul et Virginie (1788), einer »espece de pastorale«, bukolische Motive auf. Zugleich aber gerät der geschlossene frühneuzeitliche ästhetische Code der Bukolik im Verlaufe des 18.
Rieger_2006a	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2851	culpabilité	Schuld	Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.
Rieger_2006a	http://www.wikidata.org/entity/Q2293012	Paul et Virginie	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q2293012	Roman	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur	Dieser Roman soll ein „Bild der Natur“ geben, das heißt, die Güte und Schönheit eines von den verheerenden Folgen der fortgeschrittenen bürgerlichen Zivilisation verschonten, unentwickelten bürgerlichen Lebens schildern.
