subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet	
http://zora.uni-trier.de:11000/entity/Q1423	Floricourt, histoire franfaise	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3084	séduction	Verführung	Dorats Erzählung Floricourt, histoire franfaise (1762) entwickelt in einem Nacheinander die beiden Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten.	
http://zora.uni-trier.de:11000/entity/Q1423	Floricourt, histoire franfaise	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	empfindsamen	Dorats Erzählung Floricourt, histoire franfaise (1762) entwickelt in einem Nacheinander die beiden Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten.	
http://zora.uni-trier.de:11000/entity/Q1068	Philosophie dans le boudoir	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	Kritik	Zur Illustrierung seiner harten Kritik an den Überzeugungen der Empfindsamen sollen zwei Werke herangezogen werden, die anonym erschienene Philosophie dans le boudoir (1795) und eines der unter seinem Namen veröffentlichten Werke, der sehr lange Briefroman Aline et Valcour (1795)51. 49 Laclos' Roman ist immer wieder als ,unmoralisch' verurteilt worden, ja der Autor selber kam in den Ruf des ,Sittenlosen'.	
https://data.mimotext.uni-trier.de/entity/Q1085	Aline et Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	Kritik	Zur Illustrierung seiner harten Kritik an den Überzeugungen der Empfindsamen sollen zwei Werke herangezogen werden, die anonym erschienene Philosophie dans le boudoir (1795) und eines der unter seinem Namen veröffentlichten Werke, der sehr lange Briefroman Aline et Valcour (1795)51. 49 Laclos' Roman ist immer wieder als ,unmoralisch' verurteilt worden, ja der Autor selber kam in den Ruf des ,Sittenlosen'.	
http://zora.uni-trier.de:11000/entity/Q1068	Philosophie dans le boudoir	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamen	Zur Illustrierung seiner harten Kritik an den Überzeugungen der Empfindsamen sollen zwei Werke herangezogen werden, die anonym erschienene Philosophie dans le boudoir (1795) und eines der unter seinem Namen veröffentlichten Werke, der sehr lange Briefroman Aline et Valcour (1795)51. 49 Laclos' Roman ist immer wieder als ,unmoralisch' verurteilt worden, ja der Autor selber kam in den Ruf des ,Sittenlosen'.	
https://data.mimotext.uni-trier.de/entity/Q1085	Aline et Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamen	Zur Illustrierung seiner harten Kritik an den Überzeugungen der Empfindsamen sollen zwei Werke herangezogen werden, die anonym erschienene Philosophie dans le boudoir (1795) und eines der unter seinem Namen veröffentlichten Werke, der sehr lange Briefroman Aline et Valcour (1795)51. 49 Laclos' Roman ist immer wieder als ,unmoralisch' verurteilt worden, ja der Autor selber kam in den Ruf des ,Sittenlosen'.	
http://zora.uni-trier.de:11000/entity/Q1067	Aline und Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2978	malheur	unglückliches	Jahrhunderts einiges gemeinsam, und man ist nicht erstaunt, hinter den Namen Aline und Valcour ein unglückliches, empfindsames Liebespaar zu entdecken.	
http://zora.uni-trier.de:11000/entity/Q1067	Aline und Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	empfindsames	Jahrhunderts einiges gemeinsam, und man ist nicht erstaunt, hinter den Namen Aline und Valcour ein unglückliches, empfindsames Liebespaar zu entdecken.	
http://zora.uni-trier.de:11000/entity/Q1067	Aline und Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Liebespaar	Jahrhunderts einiges gemeinsam, und man ist nicht erstaunt, hinter den Namen Aline und Valcour ein unglückliches, empfindsames Liebespaar zu entdecken.	
http://zora.uni-trier.de:11000/entity/Q1067	Romans	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3107	tragédie	tragisch endende Geschichte	Ihre tragisch endende Geschichte füllt die eine Hälfte des Romans, die andere (die beiden mittleren Bände) besteht aus der eingeschobenen Geschichte Leonores und Sainvilles, die voneinander getrennt die Welt durchreist haben.	
http://zora.uni-trier.de:11000/entity/Q1067	Romans	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3126	voyage	durchreist	Ihre tragisch endende Geschichte füllt die eine Hälfte des Romans, die andere (die beiden mittleren Bände) besteht aus der eingeschobenen Geschichte Leonores und Sainvilles, die voneinander getrennt die Welt durchreist haben.	
http://zora.uni-trier.de:11000/entity/Q1067	Aline und Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Liebe	Was die Geschichte von Aline und Valcour illustriert, nämlich daß wahre Liebe und Tugend keinen Bestand vor der Boshaftigkeit des Lasters haben, wird durch die Erlebnisse Leonores und Sainvilles in den Ländern ferner Erdteile philosophisch-anthropologisch untermauert.	
http://zora.uni-trier.de:11000/entity/Q1067	Aline und Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3120	vertu	Tugend	Was die Geschichte von Aline und Valcour illustriert, nämlich daß wahre Liebe und Tugend keinen Bestand vor der Boshaftigkeit des Lasters haben, wird durch die Erlebnisse Leonores und Sainvilles in den Ländern ferner Erdteile philosophisch-anthropologisch untermauert.	
https://data.mimotext.uni-trier.de/entity/Q1085	Aline et Valcour	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	Stirbt in Aline et Valcour die Empfindsamkeit mit denjenigen Personen, die sie verkörpern, so greift Sade in der Philosophie dans Je boudoir die empfindsamaufklärerischen Werte auf einer abstrakten Ebene an.	
http://zora.uni-trier.de:11000/entity/Q1068	Philosophie dans Je boudoir	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2972	Lumières	empfindsamaufklärerischen Werte	Stirbt in Aline et Valcour die Empfindsamkeit mit denjenigen Personen, die sie verkörpern, so greift Sade in der Philosophie dans Je boudoir die empfindsamaufklärerischen Werte auf einer abstrakten Ebene an.	
http://zora.uni-trier.de:11000/entity/Q1068	Buches	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2969	libertinage	libertinistischer	Thema des in Dialogform verfaßten Buches ist die Initiierung der 15 jährigen Eugenie de Mistival in die Geheimnisse libertinistischer Sexualpraktiken, die erklärt und zur besseren Illustrierung auch gleich ausgeführt werden.	
http://zora.uni-trier.de:11000/entity/Q1068	Buches	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3088	sexualité	Sexualpraktiken	Thema des in Dialogform verfaßten Buches ist die Initiierung der 15 jährigen Eugenie de Mistival in die Geheimnisse libertinistischer Sexualpraktiken, die erklärt und zur besseren Illustrierung auch gleich ausgeführt werden.	
https://data.mimotext.uni-trier.de/entity/Q1413	Le monde moral	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	Empfindsamkeit und Libertinage existieren als voneinander getrennte, in sich verhältnismäßig geschlossene Denksysteme nebeneinander. Eine Periodi-sierung ist wegen der sehr unterschiedlichen nationalen Entwicklungen äußerst schwierig. In dem Maße, wie die Empfindsamkeit und die modische Verbreitung derselben in der ,Empfindelei' von verschiedenen Seiten kritisiert wird, schwinden auch die aktiv empfindsame Werte vertretenden Opfer der libertini-stischen Verführer.	
https://data.mimotext.uni-trier.de/entity/Q1413	Le monde moral	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2969	libertinage	Libertinage	Empfindsamkeit und Libertinage existieren als voneinander getrennte, in sich verhältnismäßig geschlossene Denksysteme nebeneinander. Eine Periodi-sierung ist wegen der sehr unterschiedlichen nationalen Entwicklungen äußerst schwierig. In dem Maße, wie die Empfindsamkeit und die modische Verbreitung derselben in der ,Empfindelei' von verschiedenen Seiten kritisiert wird, schwinden auch die aktiv empfindsame Werte vertretenden Opfer der libertini-stischen Verführer.	
https://data.mimotext.uni-trier.de/entity/Q1413	Le monde moral	http://zora.uni-trier.de:11000/entity/P25	https://data.mimotext.uni-trier.de/entity/Q3521	Paris	Pariser	Für die Pariser Gesellschaft, die man wohl in diesem Fall ohne weiteres als repräsentativ bezeichnen kann, diagnostiziert Prevost in seinem für sozialgeschichtliche Studien sehr wertvollen Roman Le monde moral (1760) ein Nebeneinander der verschiedenen Wertesysteme.	
https://data.mimotext.uni-trier.de/entity/Q1413	Le monde moral	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3090	société	Gesellschaft	Für die Pariser Gesellschaft, die man wohl in diesem Fall ohne weiteres als repräsentativ bezeichnen kann, diagnostiziert Prevost in seinem für sozialgeschichtliche Studien sehr wertvollen Roman Le monde moral (1760) ein Nebeneinander der verschiedenen Wertesysteme.	
https://data.mimotext.uni-trier.de/entity/Q1413	Le monde moral	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3116	valeur	Wertesysteme	Für die Pariser Gesellschaft, die man wohl in diesem Fall ohne weiteres als repräsentativ bezeichnen kann, diagnostiziert Prevost in seinem für sozialgeschichtliche Studien sehr wertvollen Roman Le monde moral (1760) ein Nebeneinander der verschiedenen Wertesysteme.	
