subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2850	critique sociale	Kritik	Voltaires Urteile entspringen stets dem gesunden Menschenverstand. Er ist der geborene Kritiker.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2820	christianisme	Christentum	B. das intolerante Christentum — wird mit den Waffen der Ironie und des Spottes bekämpft und findet fortan bei ihm keine Gnade und kein Verständnis mehr³). Vernunftbeherrscht ist auch Voltaires Verhältnis zur Kunst.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2787	art	Kunst	Vernunftbeherrscht ist auch Voltaires Verhältnis zur Kunst.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3086	sentiment	Gefühle	Weil die Gemütskräfte in Voltaire nur in geringem Maße vorhanden und schlecht entwickelt sind, ist er der echten dichterischen Begeisterung nicht fähig und verliert sich in rhetorisches Pathos. Er ist ein schlechter Darsteller menschlicher Gefühle und Leidenschaften, weil er sie selbst wohl kaum je in ihrer elementaren Gewalt innerlich erlebte, sondern sie vielmehr in eine Form, ein System zu bannen suchte.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3025	passion	Leidenschaften	Weil die Gemütskräfte in Voltaire nur in geringem Maße vorhanden und schlecht entwickelt sind, ist er der echten dichterischen Begeisterung nicht fähig und verliert sich in rhetorisches Pathos. Er ist ein schlechter Darsteller menschlicher Gefühle und Leidenschaften, weil er sie selbst wohl kaum je in ihrer elementaren Gewalt innerlich erlebte, sondern sie vielmehr in eine Form, ein System zu bannen suchte.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2972	Lumières	Aufklärung	Die meisten Werke Voltaires sind tendenziös und huldigen den Ideen, die er als vernunftgemäß richtig er- ³) Darin liegt auch der tiefste Grund seiner Feindschaft mit J. J. Rousseau; die Vertreter des Rationalen und des Irrationalen stehen sich hier gegenüber und befehden sich. Seine Kunst ist also nicht um ihrer selbst willen lebensberechtigt, sondern weil sie mit ethisch-rationalen Zielen im Dienste der Menschheit steht.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3104	tolérance	Toleranz	Die meisten Werke Voltaires sind tendenziös und huldigen den Ideen, die er als vernunftgemäß richtig er- ³) Darin liegt auch der tiefste Grund seiner Feindschaft mit J. J. Rousseau; die Vertreter des Rationalen und des Irrationalen stehen sich hier gegenüber und befehden sich. Seine Kunst ist also nicht um ihrer selbst willen lebensberechtigt, sondern weil sie mit ethisch-rationalen Zielen im Dienste der Menschheit steht.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3119	vérité	Wahrheit	Niemand wird bestreiten, daß Voltaire ein eifriger Wahrheits-Forscher und -Künder gewesen ist.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3066	religion	Gotteslästerliches	Kaum eine Schrift Voltaires hätte diesen Prüfungen auf Gotteslästerliches, Staatsgefährliches, Unsittliches standhalten können.
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2901	État	Staatsgefährliches	Kaum eine Schrift Voltaires hätte diesen Prüfungen auf Gotteslästerliches, Staatsgefährliches, Unsittliches standhalten können.
