subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet	
https://data.mimotext.uni-trier.de/entity/Q366	Fontenelle	P46	http://data.mimotext.uni-trier.de/entity/Q3054	progrès	fortschrittsorientiertes Geschichtsbewußtsein	Auch Fontenelle (1657-1757), der in seiner 1688 verfaßten „Digression sur les anciens et les modernes“ die Überlegungen Perraults weiterentwickelt und erstmals ein lineares, fortschrittsorientiertes Geschichtsbewußtsein vertritt, greift in seinen erst 1742 publizierten „Réflexions sur la poétique“ die Regeln der doctrine classique an.	
https://data.mimotext.uni-trier.de/entity/Q366	Fontenelle	P46	http://data.mimotext.uni-trier.de/entity/Q2933	histoire	Geschichtsbewußtsein	Auch Fontenelle (1657-1757), der in seiner 1688 verfaßten „Digression sur les anciens et les modernes“ die Überlegungen Perraults weiterentwickelt und erstmals ein lineares, fortschrittsorientiertes Geschichtsbewußtsein vertritt, greift in seinen erst 1742 publizierten „Réflexions sur la poétique“ die Regeln der doctrine classique an.	
https://data.mimotext.uni-trier.de/entity/Q366	Fontenelle	P46	http://data.mimotext.uni-trier.de/entity/Q2873	drame	doctrine classique	Auch Fontenelle (1657-1757), der in seiner 1688 verfaßten „Digression sur les anciens et les modernes“ die Überlegungen Perraults weiterentwickelt und erstmals ein lineares, fortschrittsorientiertes Geschichtsbewußtsein vertritt, greift in seinen erst 1742 publizierten „Réflexions sur la poétique“ die Regeln der doctrine classique an.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacks	Jh. einerseits noch von der Ästhetik der französischen Klassik geprägt ist, andererseits sich aber bereits im Ablösungsprozeß von der doctrine classqiue befindet, belegt exemplarisch Voltaires kritischsatirischer „Temple du goût“ (1733), eine in Vers und Prosa abgefaßte allegorische Reise zum Tempel des guten Geschmacks, die als literaturkritischer Essay zu lesen ist.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	P46	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	literaturkritischer Essay	Jh. einerseits noch von der Ästhetik der französischen Klassik geprägt ist, andererseits sich aber bereits im Ablösungsprozeß von der doctrine classqiue befindet, belegt exemplarisch Voltaires kritischsatirischer „Temple du goût“ (1733), eine in Vers und Prosa abgefaßte allegorische Reise zum Tempel des guten Geschmacks, die als literaturkritischer Essay zu lesen ist.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacks	Während Voltaires Zeitgenossen Houdar de La Motte, Marivaux und Jean Baptiste Rousseau der Zutritt zum Altar verweigert wird, dürfen die großen Schriftsteller der französischen Klassik - Fénelon, Bossuet, Corneille, Racine, La Fontaine, Boileau und Molière -den innersten Tempelbereich betreten, sind jedoch angewiesen, ihre Werke im Sinne des guten Geschmacks zu überarbeiten.	
https://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	P46	http://data.mimotext.uni-trier.de/entity/Q2787	art	Künste	Neben Voltaire verfaßt Montesquieu auf Bitten d’Alemberts für die „Encyclopédie“ einen postum 1756 erschienenen „Essai sur le goût dans les choses delà nature et de l’art“, in dem er die von Du bos vertretene sensualistische Theorie der Künste verficht: Wie dieser sieht Montesquieu im sentinient die Grundlage für das Geschmacksurteil.	
https://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacksurteil	Neben Voltaire verfaßt Montesquieu auf Bitten d’Alemberts für die „Encyclopédie“ einen postum 1756 erschienenen „Essai sur le goût dans les choses delà nature et de l’art“, in dem er die von Du bos vertretene sensualistische Theorie der Künste verficht: Wie dieser sieht Montesquieu im sentinient die Grundlage für das Geschmacksurteil.	
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacks	Diderot befaßt sich mit der Kategorie des Geschmacks im Artikel „Beau“ der „Encyclopédie“ und in seinen neun „Salons“, jenen zwischen 1759 und 1781 für Grimms „Correspondance littéraire“ verfaßten kunstkritischen Berichten über die Kunstausstellungen im Louvre.	
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	P46	http://data.mimotext.uni-trier.de/entity/Q2849	critique d'art	kunstkritischen Berichten	Diderot befaßt sich mit der Kategorie des Geschmacks im Artikel „Beau“ der „Encyclopédie“ und in seinen neun „Salons“, jenen zwischen 1759 und 1781 für Grimms „Correspondance littéraire“ verfaßten kunstkritischen Berichten über die Kunstausstellungen im Louvre.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralische Urteilsinstanz	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacksurteil	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	
https://data.mimotext.uni-trier.de/entity/Q661	Marmontel	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Gcschmacksbegriff	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	
https://data.mimotext.uni-trier.de/entity/Q661	Marmontel	P46	http://data.mimotext.uni-trier.de/entity/Q2933	histoire	historischer Perspektivierung	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacks	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q2781	antiquité	antiken Stoffen	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q3039	philosophie	philosophischen Tragödien	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q2933	histoire	Geschichte	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q2904	exotisme	exotisch geltende Handlungsorte	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q3390	Pérou	Peru	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
