	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
0	http://www.wikidata.org/entity/Q128460	Perrault	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3033	progrès	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
1	http://www.wikidata.org/entity/Q128460	Perrault	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2768	art	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
2	http://www.wikidata.org/entity/Q128460	Perrault	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2913	histoire	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
3	http://zora.uni-trier.de:11000/entity/Q350	Fontenelle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3033	progrès	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
4	http://zora.uni-trier.de:11000/entity/Q350	Fontenelle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2768	art	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
5	http://zora.uni-trier.de:11000/entity/Q350	Fontenelle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2913	histoire	fortschrittsorientiertes Ge-schichts- und Kunstverständnis	Auch im Bereich der Literatur stellen die Aufklärer dichtungstheoretische Normen in Frage: Symptomatisch für den Umbruch der Ästhetik ist die 1687 entbrannte Querelle des anciens et des modernes, in der die Modernen - allen voran Perrault und Fontenelle -der doctrine classique der anciens (Boileau, Racine) ein fortschrittsorientiertes Ge-schichts- und Kunstverständnis entgegensetzen (z'Art. 111, 112, 114).
6	http://zora.uni-trier.de:11000/entity/Q963	Voltaire	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2862	écriture	Schriftstellers	Von Voltaire als „la canaille de la littérature“ diffamiert, wird dieser Typus des Schriftstellers doch von Voltaire selbst („Le pauvre diable“, 1760) und von Diderot („Le neveu de Rameau“, um 1761/62 begonnen) zur literarischen Figur erhoben.
7	http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2862	écriture	Schriftstellers	Von Voltaire als „la canaille de la littérature“ diffamiert, wird dieser Typus des Schriftstellers doch von Voltaire selbst („Le pauvre diable“, 1760) und von Diderot („Le neveu de Rameau“, um 1761/62 begonnen) zur literarischen Figur erhoben.
8	http://zora.uni-trier.de:11000/entity/Q1445	Le pauvre diable	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2862	écriture	Schriftstellers	Von Voltaire als „la canaille de la littérature“ diffamiert, wird dieser Typus des Schriftstellers doch von Voltaire selbst („Le pauvre diable“, 1760) und von Diderot („Le neveu de Rameau“, um 1761/62 begonnen) zur literarischen Figur erhoben.
9	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2862	écriture	Schriftstellers	Von Voltaire als „la canaille de la littérature“ diffamiert, wird dieser Typus des Schriftstellers doch von Voltaire selbst („Le pauvre diable“, 1760) und von Diderot („Le neveu de Rameau“, um 1761/62 begonnen) zur literarischen Figur erhoben.
