	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
0	http://www.wikidata.org/entity/Q965322	Palissot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2761	Anti-Lumières	Gegenaufklärung	Vor allem in der zweiten Jahrhunderthälfte formiert sich eine erhebliche Opposition, die Gegenaufklärung (Charles Palissot, Les philosophes , 1760; Elie Catherine Freron; Nicolas-Sylvestre Bergier).
1	http://www.wikidata.org/entity/Q111842964	Les philosophes	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2761	Anti-Lumières	Gegenaufklärung	Vor allem in der zweiten Jahrhunderthälfte formiert sich eine erhebliche Opposition, die Gegenaufklärung (Charles Palissot, Les philosophes , 1760; Elie Catherine Freron; Nicolas-Sylvestre Bergier).
2	http://www.wikidata.org/entity/Q274631	Elie Catherine Freron	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2761	Anti-Lumières	Gegenaufklärung	Vor allem in der zweiten Jahrhunderthälfte formiert sich eine erhebliche Opposition, die Gegenaufklärung (Charles Palissot, Les philosophes , 1760; Elie Catherine Freron; Nicolas-Sylvestre Bergier).
3	http://www.wikidata.org/entity/Q977519	Nicolas-Sylvestre Bergier	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2761	Anti-Lumières	Gegenaufklärung	Vor allem in der zweiten Jahrhunderthälfte formiert sich eine erhebliche Opposition, die Gegenaufklärung (Charles Palissot, Les philosophes , 1760; Elie Catherine Freron; Nicolas-Sylvestre Bergier).
4	http://www.wikidata.org/entity/Q9191	Descartes	http://zora.uni-trier.de:11000/entity/P22			Verstandes	Sie ist ursprünglich biblisch, im theologischen und spirituellen Schrifttum überliefert und tritt zunehmend in der Bedeutung des menschlichen Verstandes als eines >lumen naturale/rationale< auf. Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle.
5	http://www.wikidata.org/entity/Q9191	Descartes	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
6	http://www.wikidata.org/entity/Q309818	Nicolas Malebranche	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
7	http://www.wikidata.org/entity/Q214816	Pierre Bayle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
8	http://www.wikidata.org/entity/Q9191	Descartes	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3033	progrès	Fortschrittlichkeit	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
9	http://www.wikidata.org/entity/Q309818	Nicolas Malebranche	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3033	progrès	Fortschrittlichkeit	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
10	http://www.wikidata.org/entity/Q214816	Pierre Bayle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3033	progrès	Fortschrittlichkeit	Dies gilt für Rene Descartes und den Cartesianer Nicolas Malebranche und insbesondere auch für den Frühaufklärer Pierre Bayle. >Les Lumieres< steht für Vernunft und Fortschrittlichkeit; der Plural deutet den Übergang zu den unterschiedlichen konkreten Umsetzungen von Vernünftigkeit an.
11	http://www.wikidata.org/entity/Q447	Encyclopedie	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3243		Welt	Der Siegeszug der Metapher gipfelt in der Encyclopedie, die die Welt in toto aufklärerisch durchbuchstabieren, jeden Ort der Welt und jeden Topos ausleuchten soll.
12	http://www.wikidata.org/entity/Q9191	Descartes	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2952	Lumières	Aufklärungsbewegung	Begünstigt wird die Aufklärungsbewegung in Frankreich durch Descartes, den Cartesianismus, den Rationalismus in der zweiten Hälfte des 17.
13	http://www.wikidata.org/entity/Q1345478	Richard Simons	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2780	bible	Bibelkritik	Jh.s, die 1684 ausbrechende >querelle des anciens et des modernes< mit ihrer Traditionskritik und ihrer Idee vom Fortschritt, die Bibelkritik Richard Simons, den Skeptizismus und den Libertinismus (La Mothe Le Vayer, Saint-Evremond, Bayle) - Tendenzen und Innovationen mit tiefgreifenden epistemologischen und methodologischen Konsequenzen.
14	http://www.wikidata.org/entity/Q1345478	Richard Simons	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2831	critique sociale	Bibelkritik	Jh.s, die 1684 ausbrechende >querelle des anciens et des modernes< mit ihrer Traditionskritik und ihrer Idee vom Fortschritt, die Bibelkritik Richard Simons, den Skeptizismus und den Libertinismus (La Mothe Le Vayer, Saint-Evremond, Bayle) - Tendenzen und Innovationen mit tiefgreifenden epistemologischen und methodologischen Konsequenzen.
15	http://www.wikidata.org/entity/Q1451251	La Mothe Le Vayer	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2949	libertinage	Libertinismus	Jh.s, die 1684 ausbrechende >querelle des anciens et des modernes< mit ihrer Traditionskritik und ihrer Idee vom Fortschritt, die Bibelkritik Richard Simons, den Skeptizismus und den Libertinismus (La Mothe Le Vayer, Saint-Evremond, Bayle) - Tendenzen und Innovationen mit tiefgreifenden epistemologischen und methodologischen Konsequenzen.
16	http://www.wikidata.org/entity/Q511289	Saint-Evremond	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2949	libertinage	Libertinismus	Jh.s, die 1684 ausbrechende >querelle des anciens et des modernes< mit ihrer Traditionskritik und ihrer Idee vom Fortschritt, die Bibelkritik Richard Simons, den Skeptizismus und den Libertinismus (La Mothe Le Vayer, Saint-Evremond, Bayle) - Tendenzen und Innovationen mit tiefgreifenden epistemologischen und methodologischen Konsequenzen.
17	http://www.wikidata.org/entity/Q214816	Bayle	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2949	libertinage	Libertinismus	Jh.s, die 1684 ausbrechende >querelle des anciens et des modernes< mit ihrer Traditionskritik und ihrer Idee vom Fortschritt, die Bibelkritik Richard Simons, den Skeptizismus und den Libertinismus (La Mothe Le Vayer, Saint-Evremond, Bayle) - Tendenzen und Innovationen mit tiefgreifenden epistemologischen und methodologischen Konsequenzen.
18	http://www.wikidata.org/entity/Q6245088	John Locke	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2869	empirisme	empiristischen Philosophie	Unter den europäischen Einflussfaktoren sind generell die englischen hervorzuheben, vor allem John Locke mit seiner empiristischen Philosophie und seiner Toleranztheorie, der englische Deismus und die >free-thinkers< (Matthew Tindal, Anthony Collins).
19	http://www.wikidata.org/entity/Q6245088	John Locke	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3082	tolérance	Toleranztheorie	Unter den europäischen Einflussfaktoren sind generell die englischen hervorzuheben, vor allem John Locke mit seiner empiristischen Philosophie und seiner Toleranztheorie, der englische Deismus und die >free-thinkers< (Matthew Tindal, Anthony Collins).
20	http://zora.uni-trier.de:11000/entity/Q963	Voltaire	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2952	Lumières	aufklärerischer Wissenschaft und Philosophie	Europaweit strahlen die Theorien Isaac Newtons aus, die unter den prominenten >philosophes< vor allem Voltaire nachhaltig beschäftigen und die experimentelle Methode als Paradigma aufklärerischer Wissenschaft und Philosophie begründen.
21	http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2856	droit naturel	Naturrecht	Das niederländische und das deutsche Naturrecht des 17. Jh.s geben der französischen Aufklärung bis hin zu Rousseau wesentliche Impulse.
22	http://www.wikidata.org/entity/Q380492	Meslier	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3027	politique	politische Entwürfe	An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbe Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der >Lumieres< im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.
23	http://www.wikidata.org/entity/Q7068	La Mettrie	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2960	matérialisme	Materialismus	An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbe Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der >Lumieres< im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.
24	http://www.wikidata.org/entity/Q229264	Buffons	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2914	histoire naturelle	Naturgeschichte	An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbe Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der >Lumieres< im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.
