	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
0	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3093	utopie	besseren Welt	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren.
1	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3093	utopie	besseren Welt	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren.
2	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
3	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
4	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2840	démocratie	Demokratie	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
5	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2840	démocratie	Demokratie	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
6	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2864	égalité	Gleichheit	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
7	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2864	égalité	Gleichheit	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
8	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3034	propriété	Besitzes	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
9	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3034	propriété	Besitzes	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
10	http://www.wikidata.org/entity/Q42544	Morus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2814	communauté	Gemeinschaftsbesitz	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
11	http://www.wikidata.org/entity/Q404158	Utopia	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2814	communauté	Gemeinschaftsbesitz	Mit Morus’ Utopia hatte im 16. Jahrhundert der menschheitliche Traum von einer bereits im Diesseits zu schaffenden besseren Welt ohne Ausbeutung, Not und Unterdrückung seine klassische literarische Ausprägung erfahren. Seit Ende des 17. Jahrhunderts sollte dieses Werk zahlreiche Nachahmungen finden. Daraus erklärt sich, daß im 18.
12	http://www.wikidata.org/entity/Q85766844	Histoire des Sévarambes	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3104	voyage	Entdeckungsreisen	Die Schilderung von phantastischen Entdeckungsreisen in unbekannte Länder, die den begehrten authentischen Reiseberichten des 17. und 18. Jahrhunderts nachgebildet waren und die Bekanntschaft mit Idealgesellschaften vermittelten, machten dabei auf der Grundlage eines von Denis Veiras mit seiner Histoire des Sévarambes (1678; „Geschichte der Sevaramben“) vorgegebenen Musters die Hauptform dieser Literatur aus.
13	http://www.wikidata.org/entity/Q4065170	Cleveland	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3068	société	Gesellschaftszustände	Der realistische Anspruch, mit dem die Mehrzahl der „voyages imaginaires“ auftrat und der sich auf die tatsächlich stark mit realistischen Elementen durchsetzten Reiseschilderungen gründete, wie auch die literarische Form rückte sie in unmittelbare Nähe der abenteuerlichen Memoirenromane, die ihrerseits - wie etwa Prévosts Cleveland - Schilderungen utopischer Gesellschaftszustände einschließen konnten.
14	http://www.wikidata.org/entity/Q311480	Prévosts	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3068	société	Gesellschaftszustände	Der realistische Anspruch, mit dem die Mehrzahl der „voyages imaginaires“ auftrat und der sich auf die tatsächlich stark mit realistischen Elementen durchsetzten Reiseschilderungen gründete, wie auch die literarische Form rückte sie in unmittelbare Nähe der abenteuerlichen Memoirenromane, die ihrerseits - wie etwa Prévosts Cleveland - Schilderungen utopischer Gesellschaftszustände einschließen konnten.
15	http://zora.uni-trier.de:11000/entity/Q2817	Märchen	http://zora.uni-trier.de:11000/entity/P22	http://www.wikidata.org/entity/Q3132450		de Murat	Dennoch wäre das Interesse an der neuentdeckten Volkstradition wie auch an den Produkten von Schriftstellerinnen wie Madame d’Aulnoy, de Murat u. a., die daran anknüpfend eine aristokratische Märchenwelt nach ihrer Phantasie zauberten, bald wieder erloschen, hätten die nun zur literarischen Gattung entwickelten Contes nicht durch die Veröffentlichung der arabischen Märchen aus 1001 Macht (1704-1717 in der französischen Übersetzung von Antoine Galland) und der persischen Märchen von 1001 Tag (1710-1712, übersetzt von Pétis de la Croix) einen neuen Anstoß erhalten.
16	http://www.wikidata.org/entity/Q260006	Madame d’Aulnoy	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2817	conte merveilleux/de fées	Märchen	Dennoch wäre das Interesse an der neuentdeckten Volkstradition wie auch an den Produkten von Schriftstellerinnen wie Madame d’Aulnoy, de Murat u. a., die daran anknüpfend eine aristokratische Märchenwelt nach ihrer Phantasie zauberten, bald wieder erloschen, hätten die nun zur literarischen Gattung entwickelten Contes nicht durch die Veröffentlichung der arabischen Märchen aus 1001 Macht (1704-1717 in der französischen Übersetzung von Antoine Galland) und der persischen Märchen von 1001 Tag (1710-1712, übersetzt von Pétis de la Croix) einen neuen Anstoß erhalten.
17	http://www.wikidata.org/entity/Q15975	Montesquieu	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3041	réalité	Wirklichkeit	Die Weichen für die Umfunktionierung der orientalischen Erzählungen in diesem Sinne hat zweifellos Montesquieu mit seinen Lettres persanes (1721 ; „Persische Briefe“) gestellt, indem er zum Gegenstand seines Romans die eigene Wirklichkeit machte, die er durch die satirische Brille persischer Reisender betrachtete.
