	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
0	http://www.wikidata.org/entity/Q129289	"La Nouvelle.
Héloïse"	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2985	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle. Héloïse und Les Rêveries du Promeneur Solitaire zurück.
1	http://www.wikidata.org/entity/Q129476	Les Rêveries du Promeneur Solitaire	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2985	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle. Héloïse und Les Rêveries du Promeneur Solitaire zurück.
2	http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2985	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle.
3	http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2985	nature	Natur	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
4	http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3120		Landschaft	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
5	http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q10	être humain	Menschen	Rousseaus Haltung der Natur gegenüber ist von vornherein die eines bewußten inneren Kontaktnehmens mit der Landschaft und ihren Menschen: Je gravissais lentement et à pied des sentiers assez rudes, conduit par un homme que j’avais pris pour être mon guide, et dans lequel, durant toute la route, j’ai trouvé plutôt un ami qu’un mercenaire1.
6	http://zora.uni-trier.de:11000/entity/Q826	Rousseaus	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2985	nature	Naturerlebnis	Jahrhundert verloren gegangene Satzharmonie2 w’ird hier im subjektiven Naturerlebnis Rousseaus wiedergefunden : Tantôt d’immenses roches pendaient en ruines au-dessus de ma tête.
7	http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2985	nature	Natur	Aus solchen räumlich betonten Erfahrungen von der Belebtheit der Natur ergibt sich für Rousseau eine direkte Beziehung zu seinen eigenen seelischen Zuständen.
8	http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2755	âme	seelischen Zuständen	Aus solchen räumlich betonten Erfahrungen von der Belebtheit der Natur ergibt sich für Rousseau eine direkte Beziehung zu seinen eigenen seelischen Zuständen.
9	http://zora.uni-trier.de:11000/entity/Q826	Rousseau	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q10	être humain	Mensch	Das Mensch und Natur in gleicher Weise durchwaltende Grundgesetz des Lebens3 4 5 6 ist hier leib- und geisthaft fühlbar geworden. Rousseau ist reiner Romantiker in dieser wesenhaften Reaktivierung des gesamten Ich aus der Natur heraus.
