	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
0	http://zora.uni-trier.de:11000/entity/Q290	Diderots	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moralphilosophie	Schon Diderots Übersetzung von Shaftesburys Inquiry concerning virtue and merit, die 1745 erscheint, dokumentiert sein lebhaftes Interesse an Fragen der Moralphilosophie, das ihn bis in sein Spätwerk, die Auseinandersetzung mit Hel-vetius und mit Seneca (1778/1782), begleitet.
1	http://www.wikidata.org/entity/Q37160	David Hume	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
2	http://www.wikidata.org/entity/Q7068	La Mettrie	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
3	http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
4	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt.
5	http://www.wikidata.org/entity/Q1765222	Supplement au voyage de Bougainville	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2927	inceste	Inzestverbot	Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
6	http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2927	inceste	Inzestverbot	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt. Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
7	http://www.wikidata.org/entity/Q1765222	Supplement au voyage de Bougainville	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
8	http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Moral	Es mündet in einen expliziten moralischen Pluralismus ein, demzufolge Moral historisch, regional und soziologisch zu unterscheiden und >experimentell< zu erforschen ist, eine Linie, die von David Hume (An enquiry concerning the principle of morals, 1751, besonders der Anhang »A Dialogue« unter Anspielung auf Montesquieus Lettres persanes ) über La Mettrie und Diderot bis zu Sade führt. Im Kontext seines moralischen Pluralismus, der ihn in seinem Supplement au voyage de Bougainville (postum 1796) sogar das Inzestverbot relativieren lässt, fordert er die Differenzierung unterschiedlicher Norm- und Moralsysteme und explizit auch eine »morale propre aux artistes«, eine (Ausnahme-)Moral für den Künstler. 1746 erscheinen seine Pensees philosophiques , die öffentlich verbrannt werden, 1748 sein libertiner Roman Les bijoux indiscrets und 1749 seine Lettre sur les aveugles , die seine Inhaftierung in Vincennes zur Folge hat.
9	http://zora.uni-trier.de:11000/entity/Q290	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2830	critique d'art	kritisch	In den 1740er Jahren macht Diderot Bekanntschaft mit den Materialisten La Mettrie und d'Holbach, dann auch mit Helvetius, dessen erfolgreiche Werke, De l'esprit (1758) und De l'homme (1773), er kritisch kommentieren wird, mit Rousseau, mit dem auch er sich entzweit, mit Jean le Rond d'Alembert und dem Baron Friedrich Melchior Grimm; nicht zu vergessen seine zahlreichen weiblichen Bekanntschaften, mit der intellektuellen Julie de l'Espinasse, Freundin d'Alemberts , und Sophie Volland, mit der ihn eine langjährige Liebschaft verbindet.
